Age,GPA,Attendance_Rate,Study_Hours_Per_Week,Homework_Submission_Rate,Distance_From_School,Family_Size,Disciplinary_Actions,Teacher_Evaluation_Score,Parent_Teacher_Meetings_Attended,Extracurricular_Participation,,Gender,Health_Status,School_Transportation,Part_Time_Job,Special_Education_Support,Online_Learning_Participation,School_Facilities_Access,Parent_Education,Family_Income,Parent_Occupation,Student_ID,Dropout_Risk
16,4.064544779,93.26397591,17.75157174,82.31254211,2.585340732,7,0,9.066779726,1,5,,F,Good,Yes,No,No,Low,Limited,Secondary,Low,Private,4416,0
16,3.751753686,96.53477922,13.39603232,75,1.09357638,2,0,7.575176696,6,0,,M,Fair,Yes,No,No,Low,Full,Secondary,Low,Unemployed,2857,0
15,3.289673264,86.31255169,13.99311913,82.92394229,0.5,1,0,9.036919405,2,3,,F,Good,Yes,Yes,Yes,High,Limited,Secondary,Middle,Private,3842,0
15,3.353437972,63.58371741,6.714069816,81.13170083,7.911368826,3,2,6.844792086,2,0,,M,Good,Yes,Yes,No,Low,Full,Secondary,Low,Government,1502,0
16,1.523263526,30,7.332010361,59.66179076,25,5,3,3.726193753,2,0,,F,Good,No,No,No,Low,Full,Primary,Low,Private,248,1
15,3.834423906,80,19.2686124,97.79767463,0.5,4,0,7.740672993,3,1,,M,Good,Yes,No,No,High,Full,Bachelor,Low,Government,2963,0
15,3.016033787,60,9.413714294,87.72166327,2.75634414,5,0,6.180098943,1,2,,M,Good,Yes,Yes,No,Low,Full,Master,Middle,Private,2310,0
15,2.805433159,67.85744677,6.027617621,50,15.47758727,4,1,8.908089837,3,2,,F,Poor,No,No,No,Medium,Full,Master,Middle,Unemployed,1648,0
18,2.816705565,80,11.9361476,75,15,3,0,8.252531678,5,4,,F,Good,Yes,No,No,Medium,Limited,Primary,High,Private,3870,0
15,3.040246099,80,21.02637162,77.41157941,1.937463752,2,0,8.479879268,3,1,,M,Good,No,No,No,High,Full,Primary,Middle,Private,2887,0
16,3.413062115,80,14.55539404,80.56803127,1.620654593,3,0,7.826748128,5,2,,M,Good,Yes,No,No,High,Minimal,Bachelor,Low,Private,3525,0
18,2.500659793,91.19673285,7.966157235,57.74721707,1,3,2,7.338980826,6,0,,F,Good,Yes,No,No,High,Full,Master,High,Private,1673,0
17,2.563162943,91.85847376,9.372368291,64.82008542,4.141937532,5,0,7.540325599,4,1,,M,Good,Yes,No,No,High,Full,Secondary,Middle,Private,1989,0
15,3.721397078,80,17.15359427,75,1.350987184,4,1,7.133690353,3,4,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,3182,0
15,2.462032272,63.63423155,8.349801525,58.66879807,2.521483363,3,1,5.582116853,1,0,,F,Fair,Yes,No,No,High,Full,Secondary,High,Unemployed,2487,0
16,3.404228299,85.12924168,9.368746061,75,1.451985308,2,0,8.29171711,0,0,,M,Good,Yes,No,No,Low,Limited,Master,Low,Self-employed,3265,0
17,3.69674937,84.30605948,15.31142258,75,2.764062168,3,0,9.983301322,1,1,,M,Good,Yes,No,No,High,Full,Bachelor,Low,Private,3369,0
16,3.000005976,82.0723138,7.851301327,56.96916828,3.69952328,4,0,7.583196907,1,0,,M,Fair,No,Yes,No,High,Limited,Secondary,Low,Unemployed,1699,0
17,3.40177805,82.5337301,10.92736372,90.61085577,1.619526296,3,0,8.27040748,2,1,,M,Fair,Yes,No,Yes,High,Full,Bachelor,Low,Government,3614,0
17,2.593235681,37.28787776,2.012533471,20,2,5,4,6.201269641,2,0,,F,Poor,Yes,Yes,No,Low,Full,Secondary,Middle,Self-employed,279,1
15,2.60378276,30,6.051254063,24.56823027,15.06902943,6,3,4.926239011,2,0,,M,Good,No,Yes,No,Medium,Full,Primary,High,Private,953,1
15,4.026047833,90.84386444,10.79950961,75,4.442901212,3,0,8.159412336,4,1,,F,Fair,Yes,Yes,No,Medium,Full,Bachelor,Middle,Private,4391,0
16,3.344220887,80,15.35490652,75,0.5,4,1,8.352627992,0,2,,F,Good,Yes,No,No,High,Limited,Primary,Middle,Government,3774,0
16,2.354161125,60,5.370167213,50,18.41655162,3,3,6.660303252,4,3,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Government,2674,0
18,2.639719838,85.26804431,2.045294216,81.75121782,3.400224077,3,3,7.304766853,1,1,,M,Good,No,No,No,Low,Full,Bachelor,Middle,Government,1513,0
16,3.054800653,80,20.23608769,82.96349402,5.99043195,5,0,7.495501463,5,3,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Government,2918,0
16,3.10653031,80,16.78299833,75,7.278024268,6,0,8.283338007,4,0,,F,Good,No,No,No,High,Full,Secondary,High,Self-employed,3129,0
16,3.827378243,91.10266548,11.69609596,75,0.5,1,1,8.581326712,5,2,,M,Fair,Yes,Yes,No,High,Full,Bachelor,Low,Self-employed,2930,0
15,3.108171392,80,12.055677,78.39080078,0.5,4,0,8.713522875,7,0,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Private,4245,0
19,2.52161619,77.80210423,8.95305759,59.53118889,7.10274739,5,1,7.191426045,5,1,,M,Good,Yes,No,No,High,Full,Master,High,Self-employed,2400,0
16,2.972499684,61.67326106,7.822127158,89.9892324,1,4,1,8.322120039,0,2,,M,Poor,Yes,No,No,Medium,Full,Secondary,Middle,Government,2054,0
16,3.025252735,64.04723825,5.559317636,50,2.509959726,1,0,7.588748804,0,0,,F,Fair,Yes,No,No,High,Full,Secondary,Low,Private,2313,0
16,2.287462467,30,4.418895501,51.69346273,3.033688281,1,1,5.446181753,1,1,,M,Good,Yes,No,No,Low,Minimal,Primary,Low,Self-employed,156,1
16,2.619294495,60,3.762148855,50,7.53503273,5,1,7.6382076,4,1,,M,Good,No,No,No,High,Full,Secondary,Middle,Private,2331,0
16,1.901302381,44.44098292,4.196259009,20,16.96628926,3,6,5.363818232,2,0,,M,Good,Yes,No,No,Medium,Limited,Secondary,High,Unemployed,986,1
18,2.866518471,92.8900655,9.056845252,75.05898492,2.090955863,2,0,6.385697155,3,2,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,1589,0
17,2.744263972,81.40010787,13.14018175,75.76822385,2.900661826,5,0,9.033140869,1,1,,F,Good,Yes,No,No,High,Full,Secondary,High,Private,2058,0
16,3.553211626,92.21494527,15.6940655,88.93896674,2.25534378,2,0,8.198473293,0,3,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Self-employed,2909,0
18,1.537170919,44.41496857,3.32031849,51.92536361,2,7,3,4.593911344,1,0,,F,Good,No,Yes,No,Low,Full,Secondary,Low,Unemployed,982,1
16,2.317765601,88.2910334,4.824291897,86.71654958,1.625828676,6,0,6.35385767,2,1,,M,Good,No,No,No,High,Full,Bachelor,Low,Unemployed,2068,0
16,2.480188561,88.70926218,3.405046349,50,4.329492587,4,3,6.65325032,3,1,,M,Good,Yes,No,No,Low,Full,Master,Low,Unemployed,1744,0
16,3.286136791,80,15.73341392,75,0.770964573,3,0,7.248784884,1,2,,M,Fair,Yes,No,No,Medium,Limited,Primary,High,Government,4355,0
16,3.798266582,85.31983281,15.37504767,85.6823189,1.418780145,2,0,8.234722412,4,2,,M,Good,Yes,No,Yes,High,Full,Bachelor,Middle,Government,4326,0
16,2.887806674,83.00368158,2.024212449,59.70368022,1,7,0,6.781248004,1,1,,F,Good,Yes,No,No,Low,Full,Primary,Middle,Government,2003,0
18,2.470308677,82.97398977,6.181665764,68.48674841,2.212065595,5,1,8.438707803,0,2,,M,Good,No,No,No,Medium,Full,Primary,High,Private,2389,0
15,3.287189752,86.27788943,6.42918238,75,1.557837934,1,0,8.109002333,3,1,,M,Good,Yes,No,No,Medium,Limited,Master,Middle,Private,3535,0
15,2.484198959,65.40335543,10.32440865,72.69372714,4.395737182,6,2,9.099980388,3,0,,M,Poor,Yes,Yes,No,Medium,Limited,Secondary,Low,Private,1938,0
17,2.719800368,82.24993369,11.78190073,68.06835602,2.123921071,3,1,7.497660596,2,1,,M,Good,Yes,Yes,No,High,Full,Bachelor,Low,Private,1843,0
16,3.393486432,80.5348654,21.8330357,92.81257418,1.457263639,4,0,7.596950016,4,1,,M,Good,Yes,No,No,High,Limited,Master,Middle,Unemployed,3685,0
16,3.251944784,89.77652624,10.92495564,50,1,5,0,5.822477114,1,1,,M,Good,Yes,No,No,High,Full,Master,High,Unemployed,1458,0
16,2.844562664,93.60185834,4.897888176,52.42811281,1,2,2,7.834629227,1,0,,M,Good,Yes,No,No,Low,Full,Secondary,High,Unemployed,1510,0
15,2.726355063,83.00056348,5.180259129,81.37308288,1,8,0,8.635367101,1,2,,M,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,1396,0
15,3.966534805,81.40590029,9.122356795,87.3016643,2.399189529,3,1,8.301322946,3,1,,M,Good,Yes,No,No,Low,Limited,Master,High,Private,4060,0
17,3.709927441,80,19.7879584,90.61749636,1.296845794,2,0,9.428408716,4,3,,M,Good,No,No,Yes,Low,Minimal,Master,High,Private,3042,0
18,2.919625474,66.58194766,4.689385969,57.45931705,4.03172104,2,1,7.026661232,3,1,,F,Fair,Yes,Yes,No,Low,Limited,Bachelor,Middle,Government,1500,0
16,2.397375711,30,0.987650585,23.69391163,4.00058924,2,2,4.48926164,0,0,,F,Good,Yes,Yes,No,Low,Full,Secondary,Low,Government,701,1
15,2.671749989,74.94589125,11.60853821,89.27414842,1.433180196,3,2,7.287627664,1,2,,M,Good,Yes,No,No,Low,Full,Primary,Low,Private,2182,0
17,2.371421014,30,4.677785172,20,8.899128115,2,3,6.764212839,2,0,,F,Fair,No,No,No,High,Minimal,Primary,Low,Self-employed,645,1
17,3.734052105,91.35477095,19.33965312,81.19205677,0.5,4,0,9.919850178,1,1,,F,Good,Yes,Yes,No,High,Full,Secondary,High,Private,2938,0
16,2.881791647,64.7216597,8.01207693,56.88301309,9.420422629,3,1,7.866342917,5,1,,M,Good,Yes,No,No,Low,Limited,Bachelor,Low,Private,1406,0
17,1.613214439,30,3.89817503,20,8.153570294,5,4,5.168849139,1,1,,F,Good,No,Yes,No,Low,Limited,Master,Low,Self-employed,930,1
16,2.478246376,66.92095706,5.303096148,75.68544814,1,6,0,7.485359876,1,1,,M,Good,Yes,Yes,No,Low,Full,Master,Middle,Private,1715,0
16,2.651904354,60,7.922511373,82.68388715,16.70527037,5,1,7.329462188,2,0,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Private,2283,0
17,3.543506874,91.32389317,7.296610058,75.96456551,6.519362017,4,0,8.514087657,1,1,,M,Good,Yes,No,No,Low,Full,Master,Middle,Government,2992,0
16,2.756787099,30,5.671463621,20,14.92044537,6,3,4.655595247,2,1,,M,Good,Yes,Yes,Yes,Low,Full,Primary,Low,Government,247,1
15,3.880988661,94.02971004,16.6434002,84.58063751,4.811392656,5,0,8.176833115,2,4,,M,Fair,Yes,No,No,Low,Limited,Secondary,High,Private,4381,0
16,2.9384241,95,8.203115016,50,1.056241631,5,0,6.426190934,3,2,,F,Good,Yes,No,No,High,Minimal,Secondary,High,Private,2289,0
16,2.046444905,34.7955305,2.729848999,28.37639977,2.790299263,7,1,4.100236826,0,0,,M,Fair,No,No,No,Medium,Minimal,Primary,Low,Private,924,1
15,3.784615436,80,18.51640822,83.83011707,2.183497614,5,0,8.233495266,5,2,,F,Good,Yes,No,No,Low,Full,Bachelor,High,Private,3403,0
17,2.463963652,91.54597542,4.621856174,77.01639652,3.795330143,2,0,7.074458958,2,0,,F,Fair,Yes,No,No,High,Full,Bachelor,Low,Private,1186,0
16,2.131634169,35.50803972,1.157810456,32.1137269,2,7,4,3.516711889,2,0,,F,Fair,Yes,No,No,Low,Limited,Secondary,Low,Self-employed,269,1
18,2.314865829,60.4643486,4.41680362,61.98895044,2,4,2,4.267957197,0,0,,M,Good,Yes,No,No,Low,Limited,Primary,Low,Private,670,1
16,3.419127055,80,14.65422617,75,6.486477332,3,0,8.23580182,4,4,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Unemployed,2933,0
16,3.354422479,73.73190507,5.207686143,80.33379796,1.153017734,5,0,7.122664764,2,1,,F,Good,Yes,No,No,High,Full,Master,High,Unemployed,1838,0
18,3.131927309,85.82806327,14.43501666,75,1.51898288,2,0,7.077685836,2,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Low,Self-employed,3030,0
15,3.348434159,87.5861287,13.77693211,84.5574791,5.218311107,5,1,8.847239114,4,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,3022,0
16,3.287934091,80,8.429330813,79.96510413,0.5,6,0,8.802928181,3,0,,M,Good,Yes,No,No,High,Full,Secondary,High,Government,3908,0
16,2.694543595,63.04164082,11.72961874,65.85720771,1,2,1,7.876404846,1,0,,F,Fair,Yes,No,No,Medium,Limited,Secondary,Middle,Unemployed,2458,0
15,3.161050969,86.9463044,13.43877409,75,4.07713705,1,0,7.242738107,2,2,,M,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,2806,0
17,2.14909823,30,1.788996413,30.63662935,19.40463609,5,0,3.352956608,1,0,,F,Good,No,Yes,Yes,Medium,Full,Master,High,Private,649,1
19,2.34357818,36.46428734,3.364886231,20,5.431656133,9,3,5.700099736,1,0,,F,Good,Yes,Yes,No,Low,Full,Primary,Low,Private,544,1
16,3.569625692,80,10.98467309,75,8.317087508,4,0,9.319549755,5,1,,F,Good,Yes,No,No,Low,Full,Secondary,High,Government,3385,0
15,2.758692684,74.53015483,7.370005963,84.12902371,5.186548334,4,0,7.519936664,3,0,,F,Good,No,No,No,Medium,Minimal,Master,Middle,Private,1660,0
17,3.325663537,80,17.61829926,75,2.638951944,2,0,8.265514843,3,2,,M,Good,Yes,Yes,No,Medium,Limited,Secondary,Low,Private,3003,0
18,2.264592353,30,2.310611828,25.36320051,25,6,3,6.166416015,0,1,,M,Good,No,Yes,No,Low,Limited,Primary,Low,Self-employed,260,1
15,2.640007762,60,9.849932913,60.38535782,1.191268713,4,0,7.142005011,1,0,,M,Good,Yes,No,No,High,Limited,Bachelor,High,Private,1558,0
16,3.805013521,81.51129308,10.18476103,94.18437991,3.651927856,2,0,8.53551534,3,1,,F,Good,Yes,Yes,Yes,High,Limited,Bachelor,Low,Private,3321,0
17,1.78661319,46.86887763,2.768756225,48.50780617,2,3,2,5.611318701,3,0,,F,Good,Yes,No,No,High,Full,Secondary,High,Unemployed,928,1
17,1.562649616,68.07243297,5.953334757,54.98967889,14.97848703,4,6,5.614570953,1,1,,F,Good,No,Yes,No,Low,Full,Primary,Low,Government,613,1
15,2.654212842,60,11.94619172,67.78276473,1,4,2,7.667606204,0,1,,F,Fair,Yes,No,No,High,Full,Secondary,Middle,Government,1544,0
20,2.130811632,30,5.438728248,59.45352804,4.45713538,4,3,3.29495823,3,0,,M,Fair,Yes,No,No,Medium,Limited,Secondary,Low,Unemployed,1024,1
15,3.47268062,91.47712247,14.83989311,75,0.588358048,2,0,8.56494291,3,0,,M,Good,Yes,No,Yes,Medium,Full,Bachelor,High,Private,3502,0
15,2.635115992,86.8727678,5.585246486,64.8635006,8.084982872,7,3,8.007856677,2,1,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Unemployed,1153,0
17,2.458890272,35.66712789,3.272229732,20,15.10684482,3,2,4.903034516,1,2,,F,Good,Yes,No,No,High,Full,Primary,Middle,Self-employed,220,1
15,3.384450759,80,18.11952398,82.47617535,4.281490567,1,0,9.000824535,5,7,,M,Poor,No,No,No,High,Full,Primary,Middle,Self-employed,3877,0
15,1.930178403,30,4.248021015,34.53146097,7.020304013,6,3,6.309692408,0,0,,M,Good,Yes,No,No,Medium,Minimal,Bachelor,Middle,Government,486,1
15,3.09331074,80,18.88304894,95.47145642,2.926768069,2,0,8.489434989,5,2,,F,Good,No,No,No,High,Full,Bachelor,High,Government,3431,0
16,3.063298322,73.23809798,6.307914464,77.70610192,1,3,1,5.812589737,6,0,,F,Good,Yes,No,No,High,Full,Secondary,Low,Self-employed,1972,0
18,1.722606594,44.31274846,6.115493458,20.17730457,11.31316348,4,2,2.602886516,0,0,,M,Good,No,No,No,Medium,Full,Bachelor,Low,Self-employed,259,1
16,3.437313125,83.11862566,20.53628904,87.12539313,5.824442436,2,0,7.887926807,0,3,,F,Fair,Yes,No,No,High,Full,Secondary,Middle,Private,4339,0
17,2.041599775,63.61860051,9.445198922,32.91879374,25,6,7,7.219298827,2,0,,M,Good,Yes,Yes,No,Medium,Minimal,Bachelor,Low,Government,387,1
20,2.420714741,30,3.310219281,38.91033661,2,6,3,2.585681719,2,1,,F,Poor,Yes,No,No,High,Full,Secondary,Middle,Private,848,1
16,3.780210282,86.80455806,16.93677989,82.15573119,0.5,5,0,7.00705046,6,3,,M,Fair,Yes,No,No,Medium,Full,Master,High,Private,3189,0
15,3.168608441,84.15740212,21.03568168,75,5.17906352,3,0,7.073315788,4,2,,F,Good,No,No,No,Medium,Full,Master,Low,Private,3602,0
15,3.107955752,60,11.11789374,50,8.22182088,4,0,6.870532862,4,2,,F,Good,Yes,No,No,Medium,Full,Master,Middle,Unemployed,2548,0
15,2.856025382,86.69961265,5.190872225,90,1.143943399,2,0,8.191012454,1,1,,F,Fair,Yes,No,No,High,Full,Secondary,High,Private,1478,0
17,3.076471946,89.57673342,16.78917002,86.24803103,0.537825212,4,0,9.241715737,4,4,,F,Good,Yes,Yes,No,High,Full,Secondary,Middle,Private,3750,0
16,3.32310358,83.13695755,18.06465807,75,0.5,2,0,8.240407332,3,1,,F,Fair,Yes,Yes,No,High,Full,Primary,Middle,Self-employed,3351,0
17,2.3989189,51.27749548,2.680357159,65.328926,4.479437076,4,3,4.054952003,2,0,,F,Good,Yes,No,No,Medium,Full,Secondary,Low,Self-employed,554,1
16,2.431664412,69.11048852,7.309477825,56.43953623,1.393921065,2,2,5.553086093,1,2,,M,Good,Yes,Yes,No,Medium,Limited,Bachelor,Middle,Private,1234,0
15,3.581729057,80,9.696306919,75,1.597124106,5,0,8.376276866,3,6,,M,Fair,Yes,Yes,No,High,Full,Master,Middle,Government,3396,0
18,3.025152548,60,2.460809501,83.83994552,8.6559668,4,1,7.688197708,2,1,,M,Fair,Yes,No,No,Medium,Full,Secondary,Middle,Private,2030,0
16,3.608104762,84.99947877,14.71640639,84.08049959,1.307753782,3,0,8.008760454,3,2,,M,Fair,Yes,No,Yes,High,Full,Bachelor,Middle,Self-employed,3520,0
16,3.699633526,80,16.93168186,88.6976371,2.812937737,2,0,7.685625763,1,2,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Self-employed,3163,0
15,3.531635889,90.71473527,13.60481896,89.66285097,0.57720449,4,0,9.837109395,3,0,,F,Good,No,No,No,High,Full,Master,Middle,Government,3322,0
17,2.119510795,50.81138206,4.906921189,20,5.367679858,6,2,3.945662989,0,0,,F,Good,No,Yes,No,Low,Limited,Secondary,Low,Unemployed,1096,1
16,2.827980919,99.47959738,13.11056992,83.68140023,0.836536861,2,0,7.531858826,5,1,,F,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Government,3624,0
17,3.101483569,63.04763304,12.54425169,65.00977974,1,2,0,7.146712426,1,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Self-employed,2119,0
17,3.071124481,92.17523897,10.91931057,84.32268826,9.080522058,4,1,5.858488721,1,2,,M,Good,Yes,Yes,No,High,Full,Bachelor,High,Government,1321,0
17,3.285843653,76.8042463,7.269865861,50,1.756304327,3,1,5.821620736,2,1,,M,Good,No,Yes,No,High,Full,Primary,Middle,Government,1815,0
16,1.76675186,30,3.823917214,22.66976445,7.933667845,8,2,1.973635572,0,0,,F,Good,No,Yes,No,High,Full,Secondary,Middle,Government,508,1
18,2.703408328,30,2.49376873,20,9.011524211,4,3,2.365747052,0,1,,M,Poor,Yes,No,Yes,High,Minimal,Secondary,Middle,Private,8,1
16,3.669404471,85.91286993,16.54741347,88.51602595,6.884866026,2,0,9.414117988,2,2,,F,Good,No,No,No,High,Limited,Bachelor,High,Private,3785,0
16,3.223960336,75.91637265,9.910086876,86.97879461,5.351873317,8,0,6.622369423,4,2,,F,Good,Yes,No,No,High,Limited,Secondary,Low,Private,2528,0
17,2.324291323,81.72884674,9.006259675,50,1,5,2,7.24433505,1,1,,M,Good,Yes,No,No,High,Full,Primary,High,Private,2663,0
15,2.709929086,89.39202041,12.46680627,50,13.1748453,6,1,7.302135806,4,1,,F,Good,No,Yes,No,High,Minimal,Secondary,Middle,Private,2588,0
17,3.569115406,80,10.53709537,75,4.58347119,1,0,9.778813979,1,3,,F,Good,No,No,No,Medium,Limited,Secondary,Middle,Private,3862,0
17,3.161640296,60,8.168918284,50,1,4,3,7.476920099,3,3,,F,Good,Yes,No,No,High,Full,Bachelor,High,Unemployed,1451,0
15,3.752385728,93.07748534,14.01173484,88.33534692,7.511914032,5,0,9.611448432,2,0,,F,Fair,Yes,Yes,No,High,Limited,Master,Middle,Self-employed,3033,0
20,2.054345815,39.38920163,4.255428228,20,7.718523869,6,1,6.770725557,0,0,,F,Poor,Yes,No,No,Medium,Limited,Bachelor,High,Private,379,1
17,3.087997241,80,14.27930437,75,4.75887021,3,0,9.933468746,2,2,,F,Fair,No,No,No,High,Full,Secondary,Middle,Private,3455,0
16,3.973666233,91.18177285,22.74246576,75,1.585278076,4,0,9.953387999,5,1,,F,Fair,Yes,No,No,Medium,Full,Bachelor,Low,Government,4386,0
18,1.652326049,32.48396147,3.111286075,53.19267441,14.29381101,5,4,3.158594816,1,0,,F,Good,No,No,No,Medium,Limited,Secondary,Low,Unemployed,679,1
18,2.439757853,43.91849875,3.301987392,53.97244935,16.42513367,5,3,4.567937916,1,1,,F,Good,Yes,No,No,Low,Limited,Secondary,Low,Unemployed,774,1
16,3.415956764,87.23451255,12.2677909,95.91462976,5.234331855,4,0,10.18244382,6,1,,F,Good,Yes,Yes,No,Low,Full,Master,Middle,Government,3973,0
17,2.145342793,30,3.235994992,59.21323434,8.076640867,5,5,3.888657883,1,2,,M,Good,Yes,No,Yes,Low,Minimal,Secondary,Low,Unemployed,1012,1
15,2.879872536,60,6.102598729,90,1,3,3,7.352421754,2,1,,F,Fair,No,No,No,Medium,Full,Secondary,Middle,Private,2294,0
15,3.022768057,64.45131837,8.652896653,52.001391,1.908738723,4,2,8.020432529,2,3,,M,Good,Yes,No,No,Medium,Limited,Bachelor,Middle,Private,2094,0
17,2.83769329,75.19878844,7.871183037,67.03381639,1.360629153,3,0,8.117879313,1,1,,F,Good,Yes,Yes,No,High,Full,Primary,High,Private,1966,0
17,3.769403911,98.89674499,17.56608267,78.87566007,0.5,3,0,8.739561121,2,5,,F,Good,No,No,No,High,Full,Bachelor,High,Private,3406,0
19,2.184308864,30,6.383388974,25.43544164,8.565172788,2,4,5.327062672,0,0,,M,Poor,Yes,No,No,Medium,Full,Secondary,High,Private,66,1
15,3.517920277,80.8170889,12.49587876,75.55585555,10.30541245,3,0,9.145451639,0,2,,M,Poor,No,No,No,Medium,Full,Bachelor,Low,Government,3755,0
16,3.107419867,98.56079523,10.22962156,90.88539267,2.406079076,2,1,7.935873385,5,1,,M,Good,Yes,No,No,Low,Limited,Primary,Middle,Private,3800,0
16,3.398514399,96.18553803,16.24853941,75,6.537972597,4,0,9.316509878,0,1,,M,Good,Yes,No,No,High,Full,Secondary,High,Private,3665,0
18,2.47884391,67.99481771,7.92429272,66.68224546,1.125359321,7,1,7.246377464,2,1,,F,Good,Yes,Yes,No,High,Full,Master,High,Unemployed,2269,0
19,1.477289098,46.6175004,6.391197695,20,14.99345571,10,5,6.257007952,0,1,,M,Good,Yes,Yes,No,Low,Limited,Secondary,Middle,Self-employed,680,1
15,2.624545243,60,6.831922353,86.95120175,1.87386011,6,1,6.410560161,1,0,,F,Poor,No,No,No,High,Full,Secondary,Middle,Self-employed,2412,0
16,2.567276922,77.44307381,10.42758467,67.40437834,13.61351739,2,2,5.753236447,0,1,,F,Good,Yes,No,Yes,Medium,Limited,Bachelor,Middle,Government,1887,0
15,1.405824698,30,3.303441984,30.56473543,2,5,2,3.384185072,1,1,,M,Fair,Yes,No,No,Low,Limited,Primary,Low,Unemployed,782,1
15,3.901216646,93.98345145,24.52677823,79.96453763,0.5,3,0,8.905515583,3,1,,F,Good,Yes,No,No,High,Limited,Bachelor,High,Unemployed,3339,0
17,1.771591771,38.68655194,4.573701051,20,2,7,4,3.285039826,0,0,,M,Fair,Yes,Yes,No,Low,Limited,Secondary,High,Self-employed,628,1
15,3.022672627,87.33030031,12.39779753,75,2.885800429,3,2,10.04626073,3,0,,M,Good,Yes,No,No,Low,Full,Bachelor,High,Self-employed,2841,0
17,3.225243315,60,3.600747916,79.58784566,4.142770176,5,1,8.928855013,4,3,,M,Poor,Yes,No,No,Medium,Full,Bachelor,High,Self-employed,1975,0
16,3.093903002,60,5.589664263,59.31815199,1,2,1,6.366333191,0,1,,M,Good,Yes,No,No,High,Full,Primary,Middle,Self-employed,2105,0
15,3.51960075,80,19.19932265,89.05558556,2.559113799,2,0,7.601395576,2,1,,F,Fair,Yes,No,No,Low,Full,Secondary,Middle,Government,3500,0
17,2.893715202,60,8.578080687,50,4.331748551,2,0,8.191878269,1,1,,F,Good,Yes,No,No,High,Limited,Primary,Middle,Unemployed,2662,0
18,2.51319209,31.72689989,1.870137514,20,18.88846526,2,4,6.27402533,0,0,,M,Fair,Yes,No,No,Medium,Limited,Bachelor,Middle,Self-employed,884,1
17,1.901043978,30,1.356767148,30.73862347,2,6,6,6.928733483,0,0,,F,Fair,No,No,No,Low,Limited,Primary,Low,Unemployed,1092,1
15,2.50185131,43.66549339,3.519479357,67.85933134,7.110922117,4,2,5.475544245,1,1,,M,Good,No,No,No,Low,Full,Secondary,High,Private,383,1
15,3.224208647,74.14801294,3.929067756,69.99736873,1.331236954,4,3,7.972799046,2,3,,M,Good,Yes,No,No,High,Full,Secondary,Low,Private,1881,0
